"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SRR1617632__prok","SRR1656267_prok","SRR1656269__prok","SRR1656335__prok","SRR1656350__prok","SRR2164311__prok","SRR2167785_prok","SRR2171381__prok","SRR2171418__prok","SRR3954738__prok","SRR3954739__prok","SRR3954741__prok","SRR3954742__prok","SRR3954743__prok","SRR3954744__prok","SRR3954745__prok","SRR3954747__prok","SRR4420705__prok"
"group_1084","resA_3","Thiol-disulfide oxidoreductase ResA","18","18","1","1","1202","","","","554","554","554","SRR1617632__prok_05444","SRR1656267_prok_03844","SRR1656269__prok_00664","SRR1656335__prok_03988","SRR1656350__prok_04304","SRR2164311__prok_05445","SRR2167785_prok_04955","SRR2171381__prok_04257","SRR2171418__prok_03091","SRR3954738__prok_04097","SRR3954739__prok_03851","SRR3954741__prok_00147","SRR3954742__prok_01110","SRR3954743__prok_01624","SRR3954744__prok_04352","SRR3954745__prok_03236","SRR3954747__prok_01522","SRR4420705__prok_02841"
"group_1085","","hypothetical protein","18","18","1","1","1211","","","","1070","1070","1070","SRR1617632__prok_05451","SRR1656267_prok_03850","SRR1656269__prok_00658","SRR1656335__prok_03982","SRR1656350__prok_04310","SRR2164311__prok_05452","SRR2167785_prok_04963","SRR2171381__prok_04264","SRR2171418__prok_03084","SRR3954738__prok_04105","SRR3954739__prok_05298","SRR3954741__prok_00155","SRR3954742__prok_01118","SRR3954743__prok_01616","SRR3954744__prok_04360","SRR3954745__prok_03228","SRR3954747__prok_01514","SRR4420705__prok_03343"
"clsB_3","","Minor cardiolipin synthase ClsB","18","18","1","1","1220","","","","1211","1211","1211","SRR1617632__prok_05461","SRR1656267_prok_03859","SRR1656269__prok_00649","SRR1656335__prok_03973","SRR1656350__prok_04319","SRR2164311__prok_05462","SRR2167785_prok_04971","SRR2171381__prok_04272","SRR2171418__prok_03076","SRR3954738__prok_04113","SRR3954739__prok_05306","SRR3954741__prok_00163","SRR3954742__prok_01126","SRR3954743__prok_01608","SRR3954744__prok_04368","SRR3954745__prok_03220","SRR3954747__prok_01506","SRR4420705__prok_03335"
"ytrB_1","","ABC transporter ATP-binding protein YtrB","18","18","1","1","5040","","","","872","881","873","SRR1617632__prok_05486","SRR1656267_prok_00950","SRR1656269__prok_02778","SRR1656335__prok_00218","SRR1656350__prok_00131","SRR2164311__prok_05480","SRR2167785_prok_00514","SRR2171381__prok_01361","SRR2171418__prok_00619","SRR3954738__prok_01498","SRR3954739__prok_00767","SRR3954741__prok_02068","SRR3954742__prok_01739","SRR3954743__prok_00775","SRR3954744__prok_00666","SRR3954745__prok_01223","SRR3954747__prok_02939","SRR4420705__prok_03972"
"mrnC","","Mini-ribonuclease 3","18","18","1","2","19","","","","407","407","407","SRR1617632__prok_05072","SRR1656267_prok_04889","SRR1656269__prok_05055","SRR1656335__prok_04566","SRR1656350__prok_04598","SRR2164311__prok_05205","SRR2167785_prok_05616","SRR2171381__prok_05415","SRR2171418__prok_05208","SRR3954738__prok_05266","SRR3954739__prok_05039","SRR3954741__prok_05207","SRR3954742__prok_05261","SRR3954743__prok_05047","SRR3954744__prok_05158","SRR3954745__prok_03301","SRR3954747__prok_05261","SRR4420705__prok_01381"
"rpsH","","30S ribosomal protein S8","18","18","1","2","53","","","","398","398","398","SRR1617632__prok_05105","SRR1656267_prok_04922","SRR1656269__prok_05088","SRR1656335__prok_04599","SRR1656350__prok_04565","SRR2164311__prok_05172","SRR2167785_prok_05583","SRR2171381__prok_05382","SRR2171418__prok_05175","SRR3954738__prok_05233","SRR3954739__prok_05006","SRR3954741__prok_05240","SRR3954742__prok_05228","SRR3954743__prok_05014","SRR3954744__prok_05125","SRR3954745__prok_03268","SRR3954747__prok_05228","SRR4420705__prok_01414"
"group_10879","","hypothetical protein","18","18","1","1","4677","","","","128","128","128","SRR1617632__prok_01802","SRR1656267_prok_01209","SRR1656269__prok_03037","SRR1656335__prok_00410","SRR1656350__prok_00387","SRR2164311__prok_01676","SRR2167785_prok_00261","SRR2171381__prok_01612","SRR2171418__prok_00367","SRR3954738__prok_00816","SRR3954739__prok_00013","SRR3954741__prok_00716","SRR3954742__prok_00951","SRR3954743__prok_00013","SRR3954744__prok_00751","SRR3954745__prok_00509","SRR3954747__prok_00013","SRR4420705__prok_00261"
"thiY_2","","Formylaminopyrimidine-binding protein","18","18","1","1","6129","","","","683","1001","859","SRR1617632__prok_05509","SRR1656267_prok_01329","SRR1656269__prok_03341","SRR1656335__prok_04787","SRR1656350__prok_04923","SRR2164311__prok_05510","SRR2167785_prok_04710","SRR2171381__prok_03127","SRR2171418__prok_04798","SRR3954738__prok_04998","SRR3954739__prok_03756","SRR3954741__prok_05076","SRR3954742__prok_05028","SRR3954743__prok_04887","SRR3954744__prok_03426","SRR3954745__prok_03780","SRR3954747__prok_05029","SRR4420705__prok_00524"
"recR","","Recombination protein RecR","18","18","1","4","3","","","","596","596","596","SRR1617632__prok_05621","SRR1656267_prok_05598","SRR1656269__prok_05386","SRR1656335__prok_05307","SRR1656350__prok_05361","SRR2164311__prok_05622","SRR2167785_prok_05921","SRR2171381__prok_05646","SRR2171418__prok_05469","SRR3954738__prok_05360","SRR3954739__prok_05338","SRR3954741__prok_05349","SRR3954742__prok_05328","SRR3954743__prok_05296","SRR3954744__prok_05331","SRR3954745__prok_04593","SRR3954747__prok_05343","SRR4420705__prok_03621"
"rpsN1","","30S ribosomal protein S14","18","18","1","2","52","","","","185","185","185","SRR1617632__prok_05104","SRR1656267_prok_04921","SRR1656269__prok_05087","SRR1656335__prok_04598","SRR1656350__prok_04566","SRR2164311__prok_05173","SRR2167785_prok_05584","SRR2171381__prok_05383","SRR2171418__prok_05176","SRR3954738__prok_05234","SRR3954739__prok_05007","SRR3954741__prok_05239","SRR3954742__prok_05229","SRR3954743__prok_05015","SRR3954744__prok_05126","SRR3954745__prok_03269","SRR3954747__prok_05229","SRR4420705__prok_01413"
"spoVG","","Putative septation protein SpoVG","18","18","1","3","23","","","","293","293","293","SRR1617632__prok_05245","SRR1656267_prok_05068","SRR1656269__prok_05147","SRR1656335__prok_04759","SRR1656350__prok_04856","SRR2164311__prok_05238","SRR2167785_prok_05660","SRR2171381__prok_05448","SRR2171418__prok_05241","SRR3954738__prok_05310","SRR3954739__prok_05195","SRR3954741__prok_05288","SRR3954742__prok_05294","SRR3954743__prok_05218","SRR3954744__prok_05191","SRR3954745__prok_03682","SRR3954747__prok_05305","SRR4420705__prok_02008"
"nrdR","","Transcriptional repressor NrdR","18","18","1","1","5505","","","","461","461","461","SRR1617632__prok_01280","SRR1656267_prok_00572","SRR1656269__prok_01729","SRR1656335__prok_00750","SRR1656350__prok_00860","SRR2164311__prok_01091","SRR2167785_prok_03640","SRR2171381__prok_00957","SRR2171418__prok_03712","SRR3954738__prok_01854","SRR3954739__prok_01123","SRR3954741__prok_02424","SRR3954742__prok_02095","SRR3954743__prok_01131","SRR3954744__prok_00310","SRR3954745__prok_00554","SRR3954747__prok_03295","SRR4420705__prok_00569"
"zapA","","Cell division protein ZapA","18","18","1","1","5481","","","","269","269","269","SRR1617632__prok_01303","SRR1656267_prok_00595","SRR1656269__prok_01752","SRR1656335__prok_00779","SRR1656350__prok_00831","SRR2164311__prok_01068","SRR2167785_prok_03669","SRR2171381__prok_00984","SRR2171418__prok_03683","SRR3954738__prok_01827","SRR3954739__prok_01096","SRR3954741__prok_02397","SRR3954742__prok_02068","SRR3954743__prok_01104","SRR3954744__prok_00337","SRR3954745__prok_00527","SRR3954747__prok_03268","SRR4420705__prok_00546"
"group_10885","","hypothetical protein","18","18","1","1","10189","","","","128","128","128","SRR1617632__prok_00638","SRR1656267_prok_04649","SRR1656269__prok_04996","SRR1656335__prok_02962","SRR1656350__prok_03604","SRR2164311__prok_00201","SRR2167785_prok_02565","SRR2171381__prok_02158","SRR2171418__prok_01568","SRR3954738__prok_00944","SRR3954739__prok_02513","SRR3954741__prok_01881","SRR3954742__prok_03129","SRR3954743__prok_04025","SRR3954744__prok_04090","SRR3954745__prok_02565","SRR3954747__prok_02752","SRR4420705__prok_03845"
"cspD_1","","Cold shock-like protein CspD","18","18","1","1","2351","","","","200","200","200","SRR1617632__prok_03989","SRR1656267_prok_02226","SRR1656269__prok_00411","SRR1656335__prok_03709","SRR1656350__prok_01691","SRR2164311__prok_03864","SRR2167785_prok_02996","SRR2171381__prok_02417","SRR2171418__prok_02993","SRR3954738__prok_00389","SRR3954739__prok_00439","SRR3954741__prok_01144","SRR3954742__prok_00524","SRR3954743__prok_00440","SRR3954744__prok_01178","SRR3954745__prok_02627","SRR3954747__prok_00440","SRR4420705__prok_01746"
"yodB","","HTH-type transcriptional regulator YodB","18","18","1","1","1575","","","","314","314","314","SRR1617632__prok_03387","SRR1656267_prok_04054","SRR1656269__prok_02160","SRR1656335__prok_04288","SRR1656350__prok_04653","SRR2164311__prok_03004","SRR2167785_prok_01592","SRR2171381__prok_05483","SRR2171418__prok_02450","SRR3954738__prok_02263","SRR3954739__prok_02882","SRR3954741__prok_02831","SRR3954742__prok_03865","SRR3954743__prok_02025","SRR3954744__prok_01440","SRR3954745__prok_00222","SRR3954747__prok_03611","SRR4420705__prok_00944"
"ykkD_1","","Multidrug resistance protein YkkD","18","18","1","1","5027","","","","314","314","314","SRR1617632__prok_05493","SRR1656267_prok_00956","SRR1656269__prok_02784","SRR1656335__prok_00211","SRR1656350__prok_00138","SRR2164311__prok_05473","SRR2167785_prok_00507","SRR2171381__prok_01368","SRR2171418__prok_00612","SRR3954738__prok_01491","SRR3954739__prok_00760","SRR3954741__prok_02061","SRR3954742__prok_01732","SRR3954743__prok_00768","SRR3954744__prok_00673","SRR3954745__prok_01216","SRR3954747__prok_02932","SRR4420705__prok_03965"
"group_10889","","hypothetical protein","18","18","1","1","9636","","","","236","236","236","SRR1617632__prok_00239","SRR1656267_prok_00379","SRR1656269__prok_00903","SRR1656335__prok_01956","SRR1656350__prok_02098","SRR2164311__prok_00600","SRR2167785_prok_02325","SRR2171381__prok_01740","SRR2171418__prok_03319","SRR3954738__prok_01335","SRR3954739__prok_02122","SRR3954741__prok_01490","SRR3954742__prok_03520","SRR3954743__prok_02418","SRR3954744__prok_02448","SRR3954745__prok_01069","SRR3954747__prok_02361","SRR4420705__prok_03174"
"group_10890","","RNA-binding protein","18","18","1","1","5190","","","","293","293","293","SRR1617632__prok_04501","SRR1656267_prok_00804","SRR1656269__prok_01961","SRR1656335__prok_00328","SRR1656350__prok_00021","SRR2164311__prok_04337","SRR2167785_prok_00623","SRR2171381__prok_01229","SRR2171418__prok_00726","SRR3954738__prok_01607","SRR3954739__prok_00876","SRR3954741__prok_02177","SRR3954742__prok_01848","SRR3954743__prok_00884","SRR3954744__prok_00557","SRR3954745__prok_01332","SRR3954747__prok_03048","SRR4420705__prok_04447"
"group_10891","","hypothetical protein","18","18","1","1","1045","","","","260","260","260","SRR1617632__prok_00137","SRR1656267_prok_03711","SRR1656269__prok_00796","SRR1656335__prok_03123","SRR1656350__prok_03894","SRR2164311__prok_00701","SRR2167785_prok_02420","SRR2171381__prok_04122","SRR2171418__prok_03224","SRR3954738__prok_03963","SRR3954739__prok_03985","SRR3954741__prok_00013","SRR3954742__prok_00976","SRR3954743__prok_01758","SRR3954744__prok_04217","SRR3954745__prok_03710","SRR3954747__prok_01656","SRR4420705__prok_01787"
"rplN","","50S ribosomal protein L14","18","18","1","2","49","","","","368","368","368","SRR1617632__prok_05101","SRR1656267_prok_04918","SRR1656269__prok_05084","SRR1656335__prok_04595","SRR1656350__prok_04569","SRR2164311__prok_05176","SRR2167785_prok_05587","SRR2171381__prok_05386","SRR2171418__prok_05179","SRR3954738__prok_05237","SRR3954739__prok_05010","SRR3954741__prok_05236","SRR3954742__prok_05232","SRR3954743__prok_05018","SRR3954744__prok_05129","SRR3954745__prok_03272","SRR3954747__prok_05232","SRR4420705__prok_01410"
"group_10893","","tRNA-Phe(gaa)","18","18","1","1","1739","","","","73","73","73","SRR1617632__prok_03583","SRR1656267_prok_05564","SRR1656269__prok_05352","SRR1656335__prok_05514","SRR1656350__prok_03736","SRR2164311__prok_03457","SRR2167785_prok_01296","SRR2171381__prok_03166","SRR2171418__prok_04206","SRR3954738__prok_04379","SRR3954739__prok_04780","SRR3954741__prok_04617","SRR3954742__prok_04858","SRR3954743__prok_04330","SRR3954744__prok_04634","SRR3954745__prok_03832","SRR3954747__prok_04695","SRR4420705__prok_00001"
"group_10894","","hypothetical protein","18","18","1","1","1842","","","","146","146","146","SRR1617632__prok_04426","SRR1656267_prok_04509","SRR1656269__prok_03835","SRR1656335__prok_04157","SRR1656350__prok_01563","SRR2164311__prok_04483","SRR2167785_prok_03867","SRR2171381__prok_03634","SRR2171418__prok_03928","SRR3954738__prok_03507","SRR3954739__prok_04137","SRR3954741__prok_03921","SRR3954742__prok_04169","SRR3954743__prok_03280","SRR3954744__prok_03504","SRR3954745__prok_01658","SRR3954747__prok_03923","SRR4420705__prok_00798"
"rpmG2","","50S ribosomal protein L33 2","18","18","1","1","5200","","","","149","149","149","SRR1617632__prok_04492","SRR1656267_prok_00795","SRR1656269__prok_01952","SRR1656335__prok_00337","SRR1656350__prok_00012","SRR2164311__prok_04328","SRR2167785_prok_00632","SRR2171381__prok_01220","SRR2171418__prok_00735","SRR3954738__prok_01616","SRR3954739__prok_00885","SRR3954741__prok_02186","SRR3954742__prok_01857","SRR3954743__prok_00893","SRR3954744__prok_00548","SRR3954745__prok_00758","SRR3954747__prok_03057","SRR4420705__prok_02403"
"group_10896","","hypothetical protein","18","18","1","1","4450","","","","785","785","785","SRR1617632__prok_01614","SRR1656267_prok_02137","SRR1656269__prok_03487","SRR1656335__prok_00592","SRR1656350__prok_00569","SRR2164311__prok_01488","SRR2167785_prok_00076","SRR2171381__prok_03509","SRR2171418__prok_00182","SRR3954738__prok_00635","SRR3954739__prok_00194","SRR3954741__prok_00897","SRR3954742__prok_00770","SRR3954743__prok_00194","SRR3954744__prok_00932","SRR3954745__prok_00328","SRR3954747__prok_00194","SRR4420705__prok_04758"
"rpsU","","30S ribosomal protein S21","18","18","1","1","5166","","","","173","173","173","SRR1617632__prok_04525","SRR1656267_prok_00828","SRR1656269__prok_01985","SRR1656335__prok_00304","SRR1656350__prok_00045","SRR2164311__prok_04361","SRR2167785_prok_00599","SRR2171381__prok_01253","SRR2171418__prok_00702","SRR3954738__prok_01583","SRR3954739__prok_00852","SRR3954741__prok_02153","SRR3954742__prok_01824","SRR3954743__prok_00860","SRR3954744__prok_00581","SRR3954745__prok_01308","SRR3954747__prok_03024","SRR4420705__prok_01079"
"rpmJ","","50S ribosomal protein L36","18","18","1","2","63","","","","113","113","113","SRR1617632__prok_05115","SRR1656267_prok_04932","SRR1656269__prok_05098","SRR1656335__prok_04609","SRR1656350__prok_04555","SRR2164311__prok_05162","SRR2167785_prok_05573","SRR2171381__prok_05372","SRR2171418__prok_05165","SRR3954738__prok_05223","SRR3954739__prok_04996","SRR3954741__prok_05250","SRR3954742__prok_05218","SRR3954743__prok_05004","SRR3954744__prok_05115","SRR3954745__prok_03258","SRR3954747__prok_05218","SRR4420705__prok_01424"
"qcrB","","Menaquinol-cytochrome c reductase cytochrome b subunit","18","18","1","1","9604","","","","674","674","674","SRR1617632__prok_00208","SRR1656267_prok_00410","SRR1656269__prok_00872","SRR1656335__prok_01925","SRR1656350__prok_02067","SRR2164311__prok_00631","SRR2167785_prok_02356","SRR2171381__prok_01709","SRR2171418__prok_03288","SRR3954738__prok_01366","SRR3954739__prok_02091","SRR3954741__prok_01459","SRR3954742__prok_03551","SRR3954743__prok_02449","SRR3954744__prok_02479","SRR3954745__prok_01100","SRR3954747__prok_02330","SRR4420705__prok_04472"
"thiF","","Sulfur carrier protein ThiS adenylyltransferase","18","18","1","1","6134","","","","1019","1019","1019","SRR1617632__prok_05514","SRR1656267_prok_01334","SRR1656269__prok_03336","SRR1656335__prok_04792","SRR1656350__prok_04918","SRR2164311__prok_05515","SRR2167785_prok_04715","SRR2171381__prok_03122","SRR2171418__prok_04803","SRR3954738__prok_04993","SRR3954739__prok_03751","SRR3954741__prok_05071","SRR3954742__prok_05033","SRR3954743__prok_04882","SRR3954744__prok_03421","SRR3954745__prok_03775","SRR3954747__prok_05034","SRR4420705__prok_00519"
"group_10900","","hypothetical protein","18","18","1","1","4686","","","","146","146","146","SRR1617632__prok_01810","SRR1656267_prok_01201","SRR1656269__prok_03029","SRR1656335__prok_00402","SRR1656350__prok_00379","SRR2164311__prok_01684","SRR2167785_prok_00269","SRR2171381__prok_01604","SRR2171418__prok_00375","SRR3954738__prok_00824","SRR3954739__prok_00005","SRR3954741__prok_00708","SRR3954742__prok_00959","SRR3954743__prok_00005","SRR3954744__prok_00743","SRR3954745__prok_00517","SRR3954747__prok_00005","SRR4420705__prok_00253"
"thiD","","Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","18","18","1","1","6135","","","","812","812","812","SRR1617632__prok_05515","SRR1656267_prok_01335","SRR1656269__prok_03335","SRR1656335__prok_04793","SRR1656350__prok_04917","SRR2164311__prok_05516","SRR2167785_prok_04716","SRR2171381__prok_03121","SRR2171418__prok_04804","SRR3954738__prok_04992","SRR3954739__prok_03750","SRR3954741__prok_05070","SRR3954742__prok_05034","SRR3954743__prok_04881","SRR3954744__prok_03420","SRR3954745__prok_03774","SRR3954747__prok_05035","SRR4420705__prok_00518"
"xseB","","Exodeoxyribonuclease 7 small subunit","18","18","1","1","4988","","","","230","230","230","SRR1617632__prok_05360","SRR1656267_prok_00993","SRR1656269__prok_02821","SRR1656335__prok_00174","SRR1656350__prok_00174","SRR2164311__prok_05363","SRR2167785_prok_00471","SRR2171381__prok_01402","SRR2171418__prok_00576","SRR3954738__prok_01454","SRR3954739__prok_00723","SRR3954741__prok_02024","SRR3954742__prok_01695","SRR3954743__prok_00731","SRR3954744__prok_00710","SRR3954745__prok_01179","SRR3954747__prok_02895","SRR4420705__prok_02377"
"rpsP","","30S ribosomal protein S16","18","18","1","1","4519","","","","272","272","272","SRR1617632__prok_01681","SRR1656267_prok_02078","SRR1656269__prok_03428","SRR1656335__prok_00533","SRR1656350__prok_00510","SRR2164311__prok_01555","SRR2167785_prok_00138","SRR2171381__prok_03450","SRR2171418__prok_00244","SRR3954738__prok_00694","SRR3954739__prok_00135","SRR3954741__prok_00838","SRR3954742__prok_00829","SRR3954743__prok_00135","SRR3954744__prok_00873","SRR3954745__prok_00387","SRR3954747__prok_00135","SRR4420705__prok_04374"
"speH_1","","S-adenosylmethionine decarboxylase proenzyme","18","18","1","1","5506","","","","392","392","392","SRR1617632__prok_01279","SRR1656267_prok_00571","SRR1656269__prok_01728","SRR1656335__prok_00749","SRR1656350__prok_00861","SRR2164311__prok_01092","SRR2167785_prok_03639","SRR2171381__prok_00956","SRR2171418__prok_03713","SRR3954738__prok_01855","SRR3954739__prok_01124","SRR3954741__prok_02425","SRR3954742__prok_02096","SRR3954743__prok_01132","SRR3954744__prok_00309","SRR3954745__prok_00555","SRR3954747__prok_03296","SRR4420705__prok_00570"
